TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
noch	O	_	_	_	_	_	_	_	_
da	O	_	_	_	_	_	_	_	_
Zu	O	_	_	_	_	_	_	_	_
balte	O	_	_	_	_	_	_	_	_
Eine	O	_	_	_	_	_	_	_	_
superintentur	O	_	_	_	_	_	_	_	_
Zu	O	_	_	_	_	_	_	_	_
hoffen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
machte	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
mir	O	_	_	_	_	_	_	_	_
fast	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
gewißen	O	_	_	_	_	_	_	_	_
ihmm	O	_	_	_	_	_	_	_	_
da	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
ab	O	_	_	_	_	_	_	_	_
Zu	O	_	_	_	_	_	_	_	_
halte˷	O	_	_	_	_	_	_	_	_
wann	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
etwann	O	_	_	_	_	_	_	_	_
da	O	_	_	_	_	_	_	_	_
noch	O	_	_	_	_	_	_	_	_
mehr	O	_	_	_	_	_	_	_	_
gudes	O	_	_	_	_	_	_	_	_
beförder	O	_	_	_	_	_	_	_	_
könde	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
ihmm	O	_	_	_	_	_	_	_	_
daran	O	_	_	_	_	_	_	_	_
Zu	O	_	_	_	_	_	_	_	_
hindern	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
andern	O	_	_	_	_	_	_	_	_
sind	O	_	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_	_
noch	O	_	_	_	_	_	_	_	_
freÿ	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
haben	O	_	_	_	_	_	_	_	_
kein	O	_	_	_	_	_	_	_	_
ammt	O	_	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_	_
noch	O	_	_	_	_	_	_	_	_
keine	O	_	_	_	_	_	_	_	_
vocation	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
gott	B-PER	_	_	_	_	_	_	_	_
wird	O	_	_	_	_	_	_	_	_
unß	O	_	_	_	_	_	_	_	_
Zeigen	O	_	_	_	_	_	_	_	_
wer	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
sein	O	_	_	_	_	_	_	_	_
soll	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_

wegen	O	_	_	_	_	_	_	_	_
deßen	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
schul	B-LOC	_	_	_	_	_	_	_	_
pforde	I-LOC	_	_	_	_	_	_	_	_
halte	O	_	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_	_
orlichen	B-PER	_	_	_	_	_	_	_	_
noch	O	_	_	_	_	_	_	_	_
wichticher	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
doch	O	_	_	_	_	_	_	_	_
ist	O	_	_	_	_	_	_	_	_
ienes	O	_	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
feiner	O	_	_	_	_	_	_	_	_
mensch	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
unßer	O	_	_	_	_	_	_	_	_
magister	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
bonin	B-PER	_	_	_	_	_	_	_	_
haben	O	_	_	_	_	_	_	_	_
ihm	O	_	_	_	_	_	_	_	_
recht	O	_	_	_	_	_	_	_	_
könen	O	_	_	_	_	_	_	_	_
lerne˷	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_

wegen	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
gammer	O	_	_	_	_	_	_	_	_
pfarre	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
ist	O	_	_	_	_	_	_	_	_
heide	O	_	_	_	_	_	_	_	_
kirch	O	_	_	_	_	_	_	_	_
rechnug	O	_	_	_	_	_	_	_	_
alda	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
da	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
dann	O	_	_	_	_	_	_	_	_
denn	O	_	_	_	_	_	_	_	_
ammtmann	O	_	_	_	_	_	_	_	_
gesagt	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
möchte	O	_	_	_	_	_	_	_	_
denn	O	_	_	_	_	_	_	_	_
supsistuten	O	_	_	_	_	_	_	_	_
aufkindiche˷	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
wöre	O	_	_	_	_	_	_	_	_
nuhn	O	_	_	_	_	_	_	_	_
wohl	O	_	_	_	_	_	_	_	_
gud	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
mann	O	_	_	_	_	_	_	_	_
denn	O	_	_	_	_	_	_	_	_
rechte˷	O	_	_	_	_	_	_	_	_
fest	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
wehlte	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
H	B-PER	_	_	_	_	_	_	_	_
roßler	I-PER	_	_	_	_	_	_	_	_
Zu	O	_	_	_	_	_	_	_	_
Coburg	B-LOC	_	_	_	_	_	_	_	_
wöre	O	_	_	_	_	_	_	_	_
wohl	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
beste	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
erfahrenste	O	_	_	_	_	_	_	_	_
under	O	_	_	_	_	_	_	_	_
den˷	O	_	_	_	_	_	_	_	_
treüen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_

daß	O	_	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_	_
Erl	O	_	_	_	_	_	_	_	_
schreiben	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
hätte	O	_	_	_	_	_	_	_	_
schon	O	_	_	_	_	_	_	_	_
Zweÿ	O	_	_	_	_	_	_	_	_
vocationes	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
da	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
beÿ	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Einen	O	_	_	_	_	_	_	_	_
hoffnug	O	_	_	_	_	_	_	_	_
hätte	O	_	_	_	_	_	_	_	_
Ein	O	_	_	_	_	_	_	_	_
superintent	O	_	_	_	_	_	_	_	_
Zu	O	_	_	_	_	_	_	_	_
werden	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
weiß	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_	_
ob	O	_	_	_	_	_	_	_	_
mann	O	_	_	_	_	_	_	_	_
ihmm	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
guden	O	_	_	_	_	_	_	_	_
gewißen	O	_	_	_	_	_	_	_	_
dord	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
da	O	_	_	_	_	_	_	_	_
sie	O	_	_	_	_	_	_	_	_
sonst	O	_	_	_	_	_	_	_	_
vileicht	O	_	_	_	_	_	_	_	_
keinen	O	_	_	_	_	_	_	_	_
guden	O	_	_	_	_	_	_	_	_
nehmmen	O	_	_	_	_	_	_	_	_
wirden	O	_	_	_	_	_	_	_	_
ab	O	_	_	_	_	_	_	_	_
halt˷	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
könden	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
unßere	O	_	_	_	_	_	_	_	_
inspection	O	_	_	_	_	_	_	_	_
hir	O	_	_	_	_	_	_	_	_
wird	O	_	_	_	_	_	_	_	_
gar	O	_	_	_	_	_	_	_	_
kurtz	O	_	_	_	_	_	_	_	_
werden	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
demme	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
ietzt	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_	_
mehr	O	_	_	_	_	_	_	_	_
als	O	_	_	_	_	_	_	_	_
Einen	O	_	_	_	_	_	_	_	_
pfarrer	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
under	O	_	_	_	_	_	_	_	_
sich	O	_	_	_	_	_	_	_	_
hätte	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
unßer	O	_	_	_	_	_	_	_	_
eigen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
2	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
denn	O	_	_	_	_	_	_	_	_
edel	O	_	_	_	_	_	_	_	_
eÿden	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
wir	O	_	_	_	_	_	_	_	_
den˷	O	_	_	_	_	_	_	_	_
hirschberger	O	_	_	_	_	_	_	_	_
noch	O	_	_	_	_	_	_	_	_
bekömmen	O	_	_	_	_	_	_	_	_
wöre	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
firde	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_

das	O	_	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_	_
Erl	O	_	_	_	_	_	_	_	_
schreiben	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
mann	O	_	_	_	_	_	_	_	_
solte	O	_	_	_	_	_	_	_	_
ihmm	O	_	_	_	_	_	_	_	_
e	O	_	_	_	_	_	_	_	_
eine	O	_	_	_	_	_	_	_	_
Spetification	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
einkinfte	O	_	_	_	_	_	_	_	_
schicken	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
da	O	_	_	_	_	_	_	_	_
drage	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
bedenck˷	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
demm	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
ia	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
heraus	O	_	_	_	_	_	_	_	_
kömme	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
als	O	_	_	_	_	_	_	_	_
wenn	O	_	_	_	_	_	_	_	_
man˷	O	_	_	_	_	_	_	_	_
dechte	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
dis	O	_	_	_	_	_	_	_	_
wöre	O	_	_	_	_	_	_	_	_
sein	O	_	_	_	_	_	_	_	_
haubt	O	_	_	_	_	_	_	_	_
werck	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
miste	O	_	_	_	_	_	_	_	_
ihmm	O	_	_	_	_	_	_	_	_
vor	O	_	_	_	_	_	_	_	_
hero	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
kinfte	O	_	_	_	_	_	_	_	_
melten	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
dis	O	_	_	_	_	_	_	_	_
mist	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
pfarr	O	_	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_	_
wißen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
vor	O	_	_	_	_	_	_	_	_
hero	O	_	_	_	_	_	_	_	_
prifen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
ob	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
göttlicher	O	_	_	_	_	_	_	_	_
wille	O	_	_	_	_	_	_	_	_
oder	O	_	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
findet	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
disen	O	_	_	_	_	_	_	_	_
muß	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
allemm	O	_	_	_	_	_	_	_	_
Zu	O	_	_	_	_	_	_	_	_
friden	O	_	_	_	_	_	_	_	_
sein	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_

also	O	_	_	_	_	_	_	_	_
über	O	_	_	_	_	_	_	_	_
legen	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
Erl	O	_	_	_	_	_	_	_	_
weider	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
ob	O	_	_	_	_	_	_	_	_
sie	O	_	_	_	_	_	_	_	_
meinen	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
mann	O	_	_	_	_	_	_	_	_
ihmm	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
vocation	O	_	_	_	_	_	_	_	_
Zu	O	_	_	_	_	_	_	_	_
schiken	O	_	_	_	_	_	_	_	_
soll	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
oder	O	_	_	_	_	_	_	_	_
ob	O	_	_	_	_	_	_	_	_
sie	O	_	_	_	_	_	_	_	_
denn	O	_	_	_	_	_	_	_	_
mitler˷	O	_	_	_	_	_	_	_	_
orlichen	B-PER	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
nehmmen	O	_	_	_	_	_	_	_	_
wollen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Erl	O	_	_	_	_	_	_	_	_
werden	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
gott	B-PER	_	_	_	_	_	_	_	_
schon	O	_	_	_	_	_	_	_	_
imm	O	_	_	_	_	_	_	_	_
gebed	O	_	_	_	_	_	_	_	_
vor	O	_	_	_	_	_	_	_	_
tragen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
weis	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
seiftze	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
gott	B-PER	_	_	_	_	_	_	_	_
wolle	O	_	_	_	_	_	_	_	_
wehlen	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
alles	O	_	_	_	_	_	_	_	_
dirigiren	O	_	_	_	_	_	_	_	_
Zu	O	_	_	_	_	_	_	_	_
seines	O	_	_	_	_	_	_	_	_
nahmmens	O	_	_	_	_	_	_	_	_
preiß	O	_	_	_	_	_	_	_	_

hatt	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
kerber	B-PER	_	_	_	_	_	_	_	_
letzt	O	_	_	_	_	_	_	_	_
einen	O	_	_	_	_	_	_	_	_
sonder	O	_	_	_	_	_	_	_	_
lichen	O	_	_	_	_	_	_	_	_
brif	O	_	_	_	_	_	_	_	_
geschrib˷	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
denn	O	_	_	_	_	_	_	_	_
ammt	O	_	_	_	_	_	_	_	_
mann	O	_	_	_	_	_	_	_	_
recht	O	_	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_	_
verwiße˷	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
wider	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
pacta	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
geistlichen	O	_	_	_	_	_	_	_	_
dinge	O	_	_	_	_	_	_	_	_
alle	O	_	_	_	_	_	_	_	_
verwaltete	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
waß	O	_	_	_	_	_	_	_	_
Zumm	O	_	_	_	_	_	_	_	_
inspections	O	_	_	_	_	_	_	_	_
ammt	O	_	_	_	_	_	_	_	_
gehörde	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
wöre	O	_	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
höret	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
Ein	O	_	_	_	_	_	_	_	_
politic	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
gleichen	O	_	_	_	_	_	_	_	_
dinge	O	_	_	_	_	_	_	_	_
verrichtete	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
ohne	O	_	_	_	_	_	_	_	_
Ein	O	_	_	_	_	_	_	_	_
vicarium	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
lange	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
geistliche	O	_	_	_	_	_	_	_	_
stelle	O	_	_	_	_	_	_	_	_
vacant	O	_	_	_	_	_	_	_	_
wöre	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
ammt	O	_	_	_	_	_	_	_	_
mann	O	_	_	_	_	_	_	_	_
wird	O	_	_	_	_	_	_	_	_
hir	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
Erl	O	_	_	_	_	_	_	_	_
schon	O	_	_	_	_	_	_	_	_
mehr	O	_	_	_	_	_	_	_	_
schreib˷	O	_	_	_	_	_	_	_	_

nach	O	_	_	_	_	_	_	_	_
Erl	O	_	_	_	_	_	_	_	_
verlangen	O	_	_	_	_	_	_	_	_
habe	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
Zu	O	_	_	_	_	_	_	_	_
lob˷	B-LOC	_	_	_	_	_	_	_	_
stein	I-LOC	_	_	_	_	_	_	_	_
da	O	_	_	_	_	_	_	_	_
hin	O	_	_	_	_	_	_	_	_
bracht	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
sie	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
ihre	O	_	_	_	_	_	_	_	_
meinug	O	_	_	_	_	_	_	_	_
wegen	O	_	_	_	_	_	_	_	_
H	B-PER	_	_	_	_	_	_	_	_
mardini	I-PER	_	_	_	_	_	_	_	_
warden	O	_	_	_	_	_	_	_	_
wollen	O	_	_	_	_	_	_	_	_
biß	O	_	_	_	_	_	_	_	_
sie	O	_	_	_	_	_	_	_	_
komme˷	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
fircht	O	_	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_	_
sie	O	_	_	_	_	_	_	_	_
bleiben	O	_	_	_	_	_	_	_	_
unß	O	_	_	_	_	_	_	_	_
Zu	O	_	_	_	_	_	_	_	_
lange	O	_	_	_	_	_	_	_	_
außen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
sich	O	_	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_	_
wohl	O	_	_	_	_	_	_	_	_
schiken	O	_	_	_	_	_	_	_	_
wird	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
hir	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
lange	O	_	_	_	_	_	_	_	_
Zu	O	_	_	_	_	_	_	_	_
behalten	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_

dann	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
ist	O	_	_	_	_	_	_	_	_
schon	O	_	_	_	_	_	_	_	_
vorige	O	_	_	_	_	_	_	_	_
woche	O	_	_	_	_	_	_	_	_
hir	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
gelauffen	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
schleitzer	O	_	_	_	_	_	_	_	_
meinug	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
lautet	O	_	_	_	_	_	_	_	_
gud	O	_	_	_	_	_	_	_	_
vor	O	_	_	_	_	_	_	_	_
Erl	O	_	_	_	_	_	_	_	_
sie	O	_	_	_	_	_	_	_	_
verweisen	O	_	_	_	_	_	_	_	_
denn	O	_	_	_	_	_	_	_	_
Consistorio	O	_	_	_	_	_	_	_	_
ihr	O	_	_	_	_	_	_	_	_
verfahren	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
sie	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
billich	O	_	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
herschafften	O	_	_	_	_	_	_	_	_
hätten	O	_	_	_	_	_	_	_	_
eher	O	_	_	_	_	_	_	_	_
solle˷	O	_	_	_	_	_	_	_	_
gelangen	O	_	_	_	_	_	_	_	_
laßen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_

es	O	_	_	_	_	_	_	_	_
solte	O	_	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_	_
doch	O	_	_	_	_	_	_	_	_
diß	O	_	_	_	_	_	_	_	_
mahl	O	_	_	_	_	_	_	_	_
beÿ	O	_	_	_	_	_	_	_	_
H	B-PER	_	_	_	_	_	_	_	_
mardini	I-PER	_	_	_	_	_	_	_	_
bleiben	O	_	_	_	_	_	_	_	_
loben	B-LOC	_	_	_	_	_	_	_	_
stein	I-LOC	_	_	_	_	_	_	_	_
hatt	O	_	_	_	_	_	_	_	_
eben	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
seine	O	_	_	_	_	_	_	_	_
meinug	O	_	_	_	_	_	_	_	_
schon	O	_	_	_	_	_	_	_	_
ab	O	_	_	_	_	_	_	_	_
gefaßet	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
unßrige	O	_	_	_	_	_	_	_	_
wirde	O	_	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_	_
übel	O	_	_	_	_	_	_	_	_
vor	O	_	_	_	_	_	_	_	_
Erl	O	_	_	_	_	_	_	_	_
gewese˷	O	_	_	_	_	_	_	_	_
sein	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
ob	O	_	_	_	_	_	_	_	_
wir	O	_	_	_	_	_	_	_	_
schon	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
anders	O	_	_	_	_	_	_	_	_
deß	O	_	_	_	_	_	_	_	_
consistorie	O	_	_	_	_	_	_	_	_
halben	O	_	_	_	_	_	_	_	_
erinert	O	_	_	_	_	_	_	_	_
hätten	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_	_
Erl	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
diser	O	_	_	_	_	_	_	_	_
sache	O	_	_	_	_	_	_	_	_
nach	O	_	_	_	_	_	_	_	_
win	B-LOC	_	_	_	_	_	_	_	_
appeliren	O	_	_	_	_	_	_	_	_
wolten	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
wird	O	_	_	_	_	_	_	_	_
wohl	O	_	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_	_
gehen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_

mann	O	_	_	_	_	_	_	_	_
darf	O	_	_	_	_	_	_	_	_
ia	O	_	_	_	_	_	_	_	_
eher	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
geistlichen	O	_	_	_	_	_	_	_	_
dingen	O	_	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_	_
appeliren	O	_	_	_	_	_	_	_	_
biß	O	_	_	_	_	_	_	_	_
einem	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
recht	O	_	_	_	_	_	_	_	_
versagt	O	_	_	_	_	_	_	_	_
ist	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
denck	O	_	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
wird	O	_	_	_	_	_	_	_	_
sich	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
schon	O	_	_	_	_	_	_	_	_
geben	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_

daß	O	_	_	_	_	_	_	_	_
consistorium	O	_	_	_	_	_	_	_	_
hätte	O	_	_	_	_	_	_	_	_
freilich	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
eher	O	_	_	_	_	_	_	_	_
sollen	O	_	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_	_
gesammte	O	_	_	_	_	_	_	_	_
herren	O	_	_	_	_	_	_	_	_
berichte˷	O	_	_	_	_	_	_	_	_
haben	O	_	_	_	_	_	_	_	_
sie	O	_	_	_	_	_	_	_	_
doch	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
alten	O	_	_	_	_	_	_	_	_
geseser	O	_	_	_	_	_	_	_	_
pfarr	O	_	_	_	_	_	_	_	_
sache	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
gar	O	_	_	_	_	_	_	_	_
balt	O	_	_	_	_	_	_	_	_
thuen	O	_	_	_	_	_	_	_	_
kön˷	O	_	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_	_
geht	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
diser	O	_	_	_	_	_	_	_	_
sache	O	_	_	_	_	_	_	_	_
