TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
fürchten	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Dienstags	O	_	_	_	_	_	_	_	_
ließ	O	_	_	_	_	_	_	_	_
Er	O	_	_	_	_	_	_	_	_
seinen	O	_	_	_	_	_	_	_	_
Herrn	O	_	_	_	_	_	_	_	_
Beicht	O	_	_	_	_	_	_	_	_
=	O	_	_	_	_	_	_	_	_
Vater	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
Collegen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
Hrn	B-PER	_	_	_	_	_	_	_	_
.	I-PER	_	_	_	_	_	_	_	_
M	I-PER	_	_	_	_	_	_	_	_
.	I-PER	_	_	_	_	_	_	_	_
Andreas	I-PER	_	_	_	_	_	_	_	_
Gölitzen	I-PER	_	_	_	_	_	_	_	_
/	I-PER	_	_	_	_	_	_	_	_
wohlverdienten	I-PER	_	_	_	_	_	_	_	_
Archi	I-PER	_	_	_	_	_	_	_	_
-	I-PER	_	_	_	_	_	_	_	_
Diac	I-PER	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
allhier	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
sich	O	_	_	_	_	_	_	_	_
erbitten	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
legte	O	_	_	_	_	_	_	_	_
vor	O	_	_	_	_	_	_	_	_
demselben	O	_	_	_	_	_	_	_	_
nochmals	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_	_
Er	O	_	_	_	_	_	_	_	_
vorher	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
seinem	O	_	_	_	_	_	_	_	_
Leben	O	_	_	_	_	_	_	_	_
offtmals	O	_	_	_	_	_	_	_	_
gethan	O	_	_	_	_	_	_	_	_
)	O	_	_	_	_	_	_	_	_
seine	O	_	_	_	_	_	_	_	_
Beichte	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
hertzlicher	O	_	_	_	_	_	_	_	_
Demuth	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
Bußfertigkeit	O	_	_	_	_	_	_	_	_
ab	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
empfieng	O	_	_	_	_	_	_	_	_
darauf	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
heil	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Andacht	O	_	_	_	_	_	_	_	_
das	O	_	_	_	_	_	_	_	_
H	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Abendmahl	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
betete	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
danckte	O	_	_	_	_	_	_	_	_
seinem	O	_	_	_	_	_	_	_	_
GOtt	B-PER	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
Hertzen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
darzu	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
selbst	O	_	_	_	_	_	_	_	_
gegen	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
Abend	O	_	_	_	_	_	_	_	_
Ihm	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
Vorlesung	O	_	_	_	_	_	_	_	_
einiger	O	_	_	_	_	_	_	_	_
Gesänge	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
Psalmen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
andern	O	_	_	_	_	_	_	_	_
dienlichen	O	_	_	_	_	_	_	_	_
Zuspruch	O	_	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Hand	O	_	_	_	_	_	_	_	_
gieng	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

GOtt	B-PER	_	_	_	_	_	_	_	_
habe	O	_	_	_	_	_	_	_	_
Danck	O	_	_	_	_	_	_	_	_
vor	O	_	_	_	_	_	_	_	_
alle	O	_	_	_	_	_	_	_	_
seine	O	_	_	_	_	_	_	_	_
Güte	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Er	O	_	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_	_
diesem	O	_	_	_	_	_	_	_	_
seinem	O	_	_	_	_	_	_	_	_
Diener	O	_	_	_	_	_	_	_	_
im	O	_	_	_	_	_	_	_	_
Leben	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
Sterben	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_	_
durch	O	_	_	_	_	_	_	_	_
Ihn	O	_	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_	_
dieser	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
Unterschiedlichen	O	_	_	_	_	_	_	_	_
Gemeinen	O	_	_	_	_	_	_	_	_
erwiesen	O	_	_	_	_	_	_	_	_
!	O	_	_	_	_	_	_	_	_

Er	O	_	_	_	_	_	_	_	_
ergetze	O	_	_	_	_	_	_	_	_
nun	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
abgeschiedene	O	_	_	_	_	_	_	_	_
Seele	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_	_
Reich	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Freuden	O	_	_	_	_	_	_	_	_
durch	O	_	_	_	_	_	_	_	_
seine	O	_	_	_	_	_	_	_	_
Hand	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
bewahre	O	_	_	_	_	_	_	_	_
hier	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Ruhe	O	_	_	_	_	_	_	_	_
=	O	_	_	_	_	_	_	_	_
Kammer	O	_	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
beygesetzten	O	_	_	_	_	_	_	_	_
Gebeine	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
biß	O	_	_	_	_	_	_	_	_
sie	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Aufferstehung	O	_	_	_	_	_	_	_	_
wieder	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Seele	O	_	_	_	_	_	_	_	_
zum	O	_	_	_	_	_	_	_	_
ewigen	O	_	_	_	_	_	_	_	_
Leben	O	_	_	_	_	_	_	_	_
werden	O	_	_	_	_	_	_	_	_
vereiniget	O	_	_	_	_	_	_	_	_
werden	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Er	O	_	_	_	_	_	_	_	_
behüte	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Hoch	O	_	_	_	_	_	_	_	_
=	O	_	_	_	_	_	_	_	_
Fürstl	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Herrschafft	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Hochlöbliche	O	_	_	_	_	_	_	_	_
Regierung	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
Amt	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
Rath	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
gantzes	O	_	_	_	_	_	_	_	_
Land	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
Kirchen	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
Schulen	O	_	_	_	_	_	_	_	_
für	O	_	_	_	_	_	_	_	_
allen	O	_	_	_	_	_	_	_	_
Ubel	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
Er	O	_	_	_	_	_	_	_	_
behüte	O	_	_	_	_	_	_	_	_
unsere	O	_	_	_	_	_	_	_	_
Seelen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
Er	O	_	_	_	_	_	_	_	_
behüte	O	_	_	_	_	_	_	_	_
unsern	O	_	_	_	_	_	_	_	_
Ausgang	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
Eingang	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
nun	O	_	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_	_
biß	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Ewigkeit	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
Amen	O	_	_	_	_	_	_	_	_
!	O	_	_	_	_	_	_	_	_

in	O	_	_	_	_	_	_	_	_
öffentlichen	O	_	_	_	_	_	_	_	_
Druck	O	_	_	_	_	_	_	_	_
gegeben	O	_	_	_	_	_	_	_	_
Anno	O	_	_	_	_	_	_	_	_
Christi	O	_	_	_	_	_	_	_	_
1724	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Lässet	O	_	_	_	_	_	_	_	_
uns	O	_	_	_	_	_	_	_	_
GOTT	B-PER	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
Christlichen	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
tugendhafften	O	_	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_	_
bey	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Welt	O	_	_	_	_	_	_	_	_
wohlangesehenen	O	_	_	_	_	_	_	_	_
Eltern	O	_	_	_	_	_	_	_	_
gebohren	O	_	_	_	_	_	_	_	_
werden	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
haben	O	_	_	_	_	_	_	_	_
wir	O	_	_	_	_	_	_	_	_
ihm	O	_	_	_	_	_	_	_	_
um	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
mehr	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
dancken	O	_	_	_	_	_	_	_	_
Ursache	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

So	O	_	_	_	_	_	_	_	_
viel	O	_	_	_	_	_	_	_	_
meine	O	_	_	_	_	_	_	_	_
Familie	O	_	_	_	_	_	_	_	_
betrifft	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
ist	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
keine	O	_	_	_	_	_	_	_	_
Eitelkeit	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
wenn	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
mich	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
behaupten	O	_	_	_	_	_	_	_	_
unterstehe	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
sie	O	_	_	_	_	_	_	_	_
eine	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
denen	O	_	_	_	_	_	_	_	_
ältisten	O	_	_	_	_	_	_	_	_
sey	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
denen	O	_	_	_	_	_	_	_	_
Schwartzburgischen	O	_	_	_	_	_	_	_	_
Landen	O	_	_	_	_	_	_	_	_
seßhafft	O	_	_	_	_	_	_	_	_
gewesen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Die	O	_	_	_	_	_	_	_	_
andere	O	_	_	_	_	_	_	_	_
Uhr	O	_	_	_	_	_	_	_	_
=	O	_	_	_	_	_	_	_	_
Groß	O	_	_	_	_	_	_	_	_
=	O	_	_	_	_	_	_	_	_
Mutter	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
Frau	B-PER	_	_	_	_	_	_	_	_
Anna	I-PER	_	_	_	_	_	_	_	_
/	I-PER	_	_	_	_	_	_	_	_
gebohrne	I-PER	_	_	_	_	_	_	_	_
von	I-PER	_	_	_	_	_	_	_	_
Breitenbach	I-PER	_	_	_	_	B-LOC	_	_	_
.	O	_	_	_	_	_	_	_	_

Nunmehro	O	_	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_	_
wolte	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_	_
länger	O	_	_	_	_	_	_	_	_
Anstand	O	_	_	_	_	_	_	_	_
nehmen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_	_
Zwecke	O	_	_	_	_	_	_	_	_
meiner	O	_	_	_	_	_	_	_	_
Reise	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
Paris	B-LOC	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
sehen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
daselbst	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
allen	O	_	_	_	_	_	_	_	_
guten	O	_	_	_	_	_	_	_	_
Wissenschafften	O	_	_	_	_	_	_	_	_
mich	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
üben	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
näher	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
kommen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
weshalb	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
denn	O	_	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_	_
gedachtem	O	_	_	_	_	_	_	_	_
9	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Decembr	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
Tour	B-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
nachdeme	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
alle	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
selbiger	O	_	_	_	_	_	_	_	_
Gegend	O	_	_	_	_	_	_	_	_
liegende	O	_	_	_	_	_	_	_	_
Oerter	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Augenschein	O	_	_	_	_	_	_	_	_
genommen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
meinen	O	_	_	_	_	_	_	_	_
Herren	O	_	_	_	_	_	_	_	_
Cameraden	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Reise	O	_	_	_	_	_	_	_	_
wieder	O	_	_	_	_	_	_	_	_
angetreten	O	_	_	_	_	_	_	_	_
;	O	_	_	_	_	_	_	_	_

bin	O	_	_	_	_	_	_	_	_
also	O	_	_	_	_	_	_	_	_
wieder	O	_	_	_	_	_	_	_	_
zurück	O	_	_	_	_	_	_	_	_
über	O	_	_	_	_	_	_	_	_
Amboise	B-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Blois	B-LOC	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
Orleans	B-LOC	_	_	_	_	_	_	_	_
gegangen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
15	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Dec	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Paris	B-LOC	_	_	_	_	_	_	_	_
angekommen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
daselbst	O	_	_	_	_	_	_	_	_
habe	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
mich	O	_	_	_	_	_	_	_	_
bey	O	_	_	_	_	_	_	_	_
meinem	O	_	_	_	_	_	_	_	_
fast	O	_	_	_	_	_	_	_	_
halbjährigen	O	_	_	_	_	_	_	_	_
Uffenthalt	O	_	_	_	_	_	_	_	_
derer	O	_	_	_	_	_	_	_	_
besten	O	_	_	_	_	_	_	_	_
Maitres	O	_	_	_	_	_	_	_	_
bedient	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_	_
keine	O	_	_	_	_	_	_	_	_
Gelegenheit	O	_	_	_	_	_	_	_	_
vorbey	O	_	_	_	_	_	_	_	_
gelassen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
Gesellschafften	O	_	_	_	_	_	_	_	_
honetter	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
gelehrter	O	_	_	_	_	_	_	_	_
Leute	O	_	_	_	_	_	_	_	_
mich	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
befinden	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
4	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Iunii	O	_	_	_	_	_	_	_	_
1685	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
trat	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
meine	O	_	_	_	_	_	_	_	_
Zurück	O	_	_	_	_	_	_	_	_
=	O	_	_	_	_	_	_	_	_
Reise	O	_	_	_	_	_	_	_	_
durch	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Normandie	B-LOC	_	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
hielte	O	_	_	_	_	_	_	_	_
mich	O	_	_	_	_	_	_	_	_
einige	O	_	_	_	_	_	_	_	_
Tage	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Rouen	B-LOC	_	_	_	_	_	_	_	_
auf	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
gieng	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
weiter	O	_	_	_	_	_	_	_	_
über	O	_	_	_	_	_	_	_	_
See	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
Havre	B-LOC	_	_	_	_	_	_	_	_
de	I-LOC	_	_	_	_	_	_	_	_
grace	I-LOC	_	_	_	_	_	_	_	_
vorbey	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
nacher	O	_	_	_	_	_	_	_	_
Amsterdam	B-LOC	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
woselbst	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
27	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Iunii	O	_	_	_	_	_	_	_	_
glücklich	O	_	_	_	_	_	_	_	_
angekommen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
dar	O	_	_	_	_	_	_	_	_
nacher	O	_	_	_	_	_	_	_	_
Harlem	B-LOC	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
Leyden	B-LOC	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
Haag	B-LOC	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
Mastrich	B-LOC	_	_	_	_	_	_	_	_
abgegangen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
nachhero	O	_	_	_	_	_	_	_	_
auf	O	_	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_	_
Rhein	B-LOC	_	_	_	_	_	_	_	_
über	O	_	_	_	_	_	_	_	_
Acken	B-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Cölln	B-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Trier	B-LOC	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
Franckfurth	B-LOC	_	_	_	_	_	_	_	_
meine	O	_	_	_	_	_	_	_	_
Reise	O	_	_	_	_	_	_	_	_
fortgesetzet	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
endlich	O	_	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_	_
im	O	_	_	_	_	_	_	_	_
Septembr	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
1685	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
bey	O	_	_	_	_	_	_	_	_
denen	O	_	_	_	_	_	_	_	_
Meinigen	O	_	_	_	_	_	_	_	_
durch	O	_	_	_	_	_	_	_	_
GOttes	B-PER	_	_	_	_	_	_	_	_
Gnade	O	_	_	_	_	_	_	_	_
glücklich	O	_	_	_	_	_	_	_	_
wieder	O	_	_	_	_	_	_	_	_
angelanget	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Meine	O	_	_	_	_	_	_	_	_
damalige	O	_	_	_	_	_	_	_	_
Hoch	O	_	_	_	_	_	_	_	_
=	O	_	_	_	_	_	_	_	_
Gräfl	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Herrschafft	O	_	_	_	_	_	_	_	_
bezeugete	O	_	_	_	_	_	_	_	_
über	O	_	_	_	_	_	_	_	_
meine	O	_	_	_	_	_	_	_	_
treue	O	_	_	_	_	_	_	_	_
Dienste	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
solches	O	_	_	_	_	_	_	_	_
gnädiges	O	_	_	_	_	_	_	_	_
Vergnügen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
Sie	O	_	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_	_
nachhero	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
als	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
selbige	O	_	_	_	_	_	_	_	_
aufgeben	O	_	_	_	_	_	_	_	_
muste	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
mir	O	_	_	_	_	_	_	_	_
zutragenden	O	_	_	_	_	_	_	_	_
Gnade	O	_	_	_	_	_	_	_	_
gar	O	_	_	_	_	_	_	_	_
vielerley	O	_	_	_	_	_	_	_	_
hohe	O	_	_	_	_	_	_	_	_
Proben	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
meiner	O	_	_	_	_	_	_	_	_
unterthänigen	O	_	_	_	_	_	_	_	_
Dancknehmigkeit	O	_	_	_	_	_	_	_	_
gegeben	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_	_
Sie	O	_	_	_	_	_	_	_	_
mich	O	_	_	_	_	_	_	_	_
denn	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
als	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
ann	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
1692	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
hochgedachten	O	_	_	_	_	_	_	_	_
Herrn	B-PER	_	_	_	_	_	_	_	_
Graf	I-PER	_	_	_	_	_	_	_	_
Albrecht	I-PER	_	_	_	_	_	_	_	_
Anthons	I-PER	_	_	_	_	_	_	_	_
Hoch	O	_	_	_	_	_	_	_	_
=	O	_	_	_	_	_	_	_	_
Gräfl	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Gnaden	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
Dero	O	_	_	_	_	_	_	_	_
Cantzley	O	_	_	_	_	_	_	_	_
=	O	_	_	_	_	_	_	_	_
Director	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
Franckenhausen	B-LOC	_	_	_	_	_	_	_	_
bestellet	O	_	_	_	_	_	_	_	_
wurde	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
Sr	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Hoch	O	_	_	_	_	_	_	_	_
=	O	_	_	_	_	_	_	_	_
Gräfl	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Gnad	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Erlaubniß	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
viel	O	_	_	_	_	_	_	_	_
als	O	_	_	_	_	_	_	_	_
ohne	O	_	_	_	_	_	_	_	_
Abbruch	O	_	_	_	_	_	_	_	_
meiner	O	_	_	_	_	_	_	_	_
anderweitigen	O	_	_	_	_	_	_	_	_
Verrichtungen	O	_	_	_	_	_	_	_	_
geschehen	O	_	_	_	_	_	_	_	_
können	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
gleichwol	O	_	_	_	_	_	_	_	_
ferner	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
consiliis	O	_	_	_	_	_	_	_	_
behalten	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
das	O	_	_	_	_	_	_	_	_
Directorium	O	_	_	_	_	_	_	_	_
bey	O	_	_	_	_	_	_	_	_
Dero	O	_	_	_	_	_	_	_	_
Seniorat	O	_	_	_	_	_	_	_	_
-	O	_	_	_	_	_	_	_	_
Cantzley	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
continuiren	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
vermocht	O	_	_	_	_	_	_	_	_
haben	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

So	O	_	_	_	_	_	_	_	_
