TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
welche	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
man	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
vorn	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
ansiehett	O	_	_	_	_	_	_	_	_
eine	O	_	_	_	_	_	_	_	_
landschafft	O	_	_	_	_	_	_	_	_
scheinett	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
voller	O	_	_	_	_	_	_	_	_
wasser	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
wiesen	O	_	_	_	_	_	_	_	_
;	O	_	_	_	_	_	_	_	_
wan	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
manß	O	_	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
seÿten	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	_
durch	O	_	_	_	_	_	_	_	_
löcher	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
dazue	O	_	_	_	_	_	_	_	_
gemachett	O	_	_	_	_	_	_	_	_
)	O	_	_	_	_	_	_	_	_
anschawett	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
sehet	O	_	_	_	_	_	_	_	_
man	O	_	_	_	_	_	_	_	_
obgedachte	O	_	_	_	_	_	_	_	_
4	O	_	_	_	_	_	_	_	_
stück	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
gar	O	_	_	_	_	_	_	_	_
artig	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
Künstlich	O	_	_	_	_	_	_	_	_
gemahlett	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
abcontrafehtet	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Imago	O	_	_	_	_	_	_	_	_
Senecor	B-PER	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Ein	O	_	_	_	_	_	_	_	_
säbell	O	_	_	_	_	_	_	_	_
mitt	O	_	_	_	_	_	_	_	_
lauter	O	_	_	_	_	_	_	_	_
vngeschnittenen	O	_	_	_	_	_	_	_	_
rubinen	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
Türckosen	O	_	_	_	_	_	_	_	_
versetzett	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Bildnuß	O	_	_	_	_	_	_	_	_
eineß	O	_	_	_	_	_	_	_	_
Mörderß	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
darunter	O	_	_	_	_	_	_	_	_
folgendtß	O	_	_	_	_	_	_	_	_
geschrieben	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	_
Warhaffte	O	_	_	_	_	_	_	_	_
abcontrafeht	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Christoffell	B-PER	_	_	_	_	_	_	_	_
Froschhamelß	I-PER	_	_	_	_	_	_	_	_
von	I-PER	_	_	_	_	_	_	_	_
wegingen	I-PER	_	_	_	_	B-LOC	_	_	_
auß	O	_	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_	_
stifft	B-LOC	_	_	_	_	_	_	_	_
Saltzburg	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
welcher	O	_	_	_	_	_	_	_	_
mitt	O	_	_	_	_	_	_	_	_
seiner	O	_	_	_	_	_	_	_	_
eigenen	O	_	_	_	_	_	_	_	_
handt	O	_	_	_	_	_	_	_	_
345	O	_	_	_	_	_	_	_	_
mordt	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
noch	O	_	_	_	_	_	_	_	_
400	O	_	_	_	_	_	_	_	_
mitt	O	_	_	_	_	_	_	_	_
seiner	O	_	_	_	_	_	_	_	_
geselschafft	O	_	_	_	_	_	_	_	_
begangen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
ist	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
Welß	B-LOC	_	_	_	_	_	_	_	_
in	I-LOC	_	_	_	_	_	_	_	_
Östereich	I-LOC	_	_	_	_	B-LOC	_	_	_
gerichtet	O	_	_	_	_	_	_	_	_
worden	O	_	_	_	_	_	_	_	_
im	O	_	_	_	_	_	_	_	_
Jahr	O	_	_	_	_	_	_	_	_
1578	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Ein	O	_	_	_	_	_	_	_	_
Kasten	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
darinnen	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
Corallen	O	_	_	_	_	_	_	_	_
gemachet	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
waldt	O	_	_	_	_	_	_	_	_
voller	O	_	_	_	_	_	_	_	_
Hirschen	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
anderer	O	_	_	_	_	_	_	_	_
thiere	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
viell	O	_	_	_	_	_	_	_	_
schiffe	O	_	_	_	_	_	_	_	_
im	O	_	_	_	_	_	_	_	_
wasser	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
festes	O	_	_	_	_	_	_	_	_
schloß	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
Gembßen	O	_	_	_	_	_	_	_	_
Jagen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Holtz	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
stein	O	_	_	_	_	_	_	_	_
worden	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

x	O	_	_	_	_	_	_	_	_

die	O	_	_	_	_	_	_	_	_
Biblioteck	O	_	_	_	_	_	_	_	_
darinnen	O	_	_	_	_	_	_	_	_
omnium	O	_	_	_	_	_	_	_	_
facultatum	O	_	_	_	_	_	_	_	_
libri	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
authores	O	_	_	_	_	_	_	_	_
zufinden	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
viell	O	_	_	_	_	_	_	_	_
manuscripta	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
25	O	_	_	_	_	_	_	_	_
Octobris	O	_	_	_	_	_	_	_	_
☿	O	_	_	_	_	_	_	_	_
biß	O	_	_	_	_	_	_	_	_
Kinßdorf	B-LOC	_	_	_	_	_	_	_	_
mittagßmahl	O	_	_	_	_	_	_	_	_
gehalten	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
2	O	_	_	_	_	_	_	_	_
meill	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
alda	O	_	_	_	_	_	_	_	_
vnserer	O	_	_	_	_	_	_	_	_
Pf	O	_	_	_	_	_	_	_	_
eineß	O	_	_	_	_	_	_	_	_
geblieben	O	_	_	_	_	_	_	_	_
;	O	_	_	_	_	_	_	_	_
Hoffe	B-LOC	_	_	_	_	_	_	_	_
dorf	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Schletten	B-LOC	_	_	_	_	_	_	_	_
dorf	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Schinse	B-LOC	_	_	_	_	_	_	_	_
dorf	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Ohrmill	B-LOC	_	_	_	_	_	_	_	_
dorf	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Spiell	B-LOC	_	_	_	_	_	_	_	_
dorf	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Langern	B-LOC	_	_	_	_	_	_	_	_
dorf	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
dabeÿ	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
Kloster	O	_	_	_	_	_	_	_	_
genandt	O	_	_	_	_	_	_	_	_
Benedictayern	B-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
2	O	_	_	_	_	_	_	_	_
meill	O	_	_	_	_	_	_	_	_
facit	O	_	_	_	_	_	_	_	_
4	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Kund	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
zubissen	O	_	_	_	_	_	_	_	_
seÿ	O	_	_	_	_	_	_	_	_
gethaen	O	_	_	_	_	_	_	_	_
aller	O	_	_	_	_	_	_	_	_
meninglich	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
daz	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_	_
Jahr	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
alß	O	_	_	_	_	_	_	_	_
man	O	_	_	_	_	_	_	_	_
zaltt	O	_	_	_	_	_	_	_	_
nach	O	_	_	_	_	_	_	_	_
xri	B-PER	_	_	_	_	_	_	_	_
geburth	O	_	_	_	_	_	_	_	_
1300	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_	_
84	O	_	_	_	_	_	_	_	_
Jahr	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
Edelman	B-PER	_	_	_	_	_	_	_	_
Oßbaldt	I-PER	_	_	_	_	_	_	_	_
Mülser	I-PER	_	_	_	_	_	_	_	_
genandt	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
hatt	O	_	_	_	_	_	_	_	_
begehret	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Österlichen	O	_	_	_	_	_	_	_	_
zeitt	O	_	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_	_
einem	O	_	_	_	_	_	_	_	_
Priester	O	_	_	_	_	_	_	_	_
hir	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
daz	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
ihm	O	_	_	_	_	_	_	_	_
solte	O	_	_	_	_	_	_	_	_
speÿsen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
mitt	O	_	_	_	_	_	_	_	_
einer	O	_	_	_	_	_	_	_	_
grossen	O	_	_	_	_	_	_	_	_
Hostien	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_	_
alß	O	_	_	_	_	_	_	_	_
andern	O	_	_	_	_	_	_	_	_
leuthen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
daz	O	_	_	_	_	_	_	_	_
also	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Priester	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
furcht	O	_	_	_	_	_	_	_	_
begehen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
thuen	O	_	_	_	_	_	_	_	_
müste	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
da	O	_	_	_	_	_	_	_	_
ihm	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Priester	O	_	_	_	_	_	_	_	_
daz	O	_	_	_	_	_	_	_	_
Sacrament	O	_	_	_	_	_	_	_	_
legt	O	_	_	_	_	_	_	_	_
auf	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Zungen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
da	O	_	_	_	_	_	_	_	_
versanck	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
für	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
altar	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
daz	O	_	_	_	_	_	_	_	_
erdreich	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
biß	O	_	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
knie	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
graf	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
altar	O	_	_	_	_	_	_	_	_
mitt	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
Henden	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
alß	O	_	_	_	_	_	_	_	_
man	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Zeichen	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
finger	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
noch	O	_	_	_	_	_	_	_	_
im	O	_	_	_	_	_	_	_	_
altarstein	O	_	_	_	_	_	_	_	_
sehett	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_

also	O	_	_	_	_	_	_	_	_
nam	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Priester	O	_	_	_	_	_	_	_	_
daz	O	_	_	_	_	_	_	_	_
Sacrament	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
vider	O	_	_	_	_	_	_	_	_
aůß	O	_	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_	_
můnde	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
behalt	O	_	_	_	_	_	_	_	_
daz	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
anderm	O	_	_	_	_	_	_	_	_
Sacrament	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Mülser	B-PER	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
viell	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
grosser	O	_	_	_	_	_	_	_	_
rede	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
beicht	O	_	_	_	_	_	_	_	_
sich	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
bart	O	_	_	_	_	_	_	_	_
Kranck	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
lebett	O	_	_	_	_	_	_	_	_
ettwan	O	_	_	_	_	_	_	_	_
lang	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
starb	O	_	_	_	_	_	_	_	_
darnach	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
biß	O	_	_	_	_	_	_	_	_
Herr	B-PER	_	_	_	_	_	_	_	_
Parrcivall	I-PER	_	_	_	_	_	_	_	_
Frinnecker	I-PER	_	_	_	_	_	_	_	_
Ritter	I-PER	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
Monstrannetzen	O	_	_	_	_	_	_	_	_
machen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
beschickett	O	_	_	_	_	_	_	_	_
alle	O	_	_	_	_	_	_	_	_
Priester	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
einer	O	_	_	_	_	_	_	_	_
oder	O	_	_	_	_	_	_	_	_
3er	O	_	_	_	_	_	_	_	_
meÿlen	O	_	_	_	_	_	_	_	_
baren	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Die	O	_	_	_	_	_	_	_	_
Franciscaner	O	_	_	_	_	_	_	_	_
Kirche	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
darinnen	O	_	_	_	_	_	_	_	_
28	O	_	_	_	_	_	_	_	_
statuae	O	_	_	_	_	_	_	_	_
aeneae	O	_	_	_	_	_	_	_	_
zesehen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
darunter	O	_	_	_	_	_	_	_	_
ettliche	O	_	_	_	_	_	_	_	_
mitt	O	_	_	_	_	_	_	_	_
diesen	O	_	_	_	_	_	_	_	_
nahmen	O	_	_	_	_	_	_	_	_
verzeichnett	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	_
1	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Clodoveus	B-PER	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
erste	O	_	_	_	_	_	_	_	_
Christliche	O	_	_	_	_	_	_	_	_
König	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
Franckreich	B-LOC	_	_	_	_	_	_	_	_
;	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
2	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
3	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
4	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Albrecht	B-PER	_	_	_	_	_	_	_	_
der	I-PER	_	_	_	_	_	_	_	_
weÿse	I-PER	_	_	_	_	_	_	_	_
Erthertzog	I-PER	_	_	_	_	_	_	_	_
zu	I-PER	_	_	_	_	_	_	_	_
Ostereich	I-PER	_	_	_	_	B-LOC	_	_	_
,	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
Sohn	O	_	_	_	_	_	_	_	_
König	B-PER	_	_	_	_	_	_	_	_
Albrechten	I-PER	_	_	_	_	_	_	_	_
deß	I-PER	_	_	_	_	_	_	_	_
Sieghafften	I-PER	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

1528	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
5	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
6	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
7	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
8	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
9	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Sigißmundt	B-PER	_	_	_	_	_	_	_	_
Ertzhertzog	I-PER	_	_	_	_	_	_	_	_
zu	I-PER	_	_	_	_	_	_	_	_
Ostereich	I-PER	_	_	_	_	_	_	_	_
,	I-PER	_	_	_	_	_	_	_	_
Grafe	I-PER	_	_	_	_	_	_	_	_
zu	I-PER	_	_	_	_	_	_	_	_
Tyroll	I-PER	_	_	_	_	_	_	_	_
;	O	_	_	_	_	_	_	_	_
10	O	_	_	_	_	_	_	_	_
Fraw	B-PER	_	_	_	_	_	_	_	_
Maria	I-PER	_	_	_	_	_	_	_	_
BlanKaKo	I-PER	_	_	_	_	_	_	_	_
königinne	I-PER	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
1525	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
11	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
12	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
13	O	_	_	_	_	_	_	_	_
Caroll	B-PER	_	_	_	_	_	_	_	_
Hertzog	I-PER	_	_	_	_	_	_	_	_
zu	I-PER	_	_	_	_	_	_	_	_
Burgundt	I-PER	_	_	_	_	_	_	_	_
,	I-PER	_	_	_	_	_	_	_	_
zu	I-PER	_	_	_	_	_	_	_	_
Brabandt	I-PER	_	_	_	_	_	_	_	_
,	I-PER	_	_	_	_	_	_	_	_
zu	I-PER	_	_	_	_	_	_	_	_
Geldern	I-PER	_	_	_	_	_	_	_	_
,	I-PER	_	_	_	_	_	_	_	_
Grave	I-PER	_	_	_	_	_	_	_	_
zu	I-PER	_	_	_	_	_	_	_	_
Flandern	I-PER	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Mitten	O	_	_	_	_	_	_	_	_
vnter	O	_	_	_	_	_	_	_	_
diesen	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
Ertz	O	_	_	_	_	_	_	_	_
gegoßnen	O	_	_	_	_	_	_	_	_
Bildern	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
statuen	O	_	_	_	_	_	_	_	_
ist	O	_	_	_	_	_	_	_	_
zubesehen	O	_	_	_	_	_	_	_	_
daz	O	_	_	_	_	_	_	_	_
Epitaphium	O	_	_	_	_	_	_	_	_
Maximiliani	B-PER	_	_	_	_	_	_	_	_
primi	I-PER	_	_	_	_	_	_	_	_
auß	O	_	_	_	_	_	_	_	_
weissem	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
schwartzem	O	_	_	_	_	_	_	_	_
Marmor	O	_	_	_	_	_	_	_	_
gehawen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

(	O	_	_	_	_	_	_	_	_
9	O	_	_	_	_	_	_	_	_
Turcarum	O	_	_	_	_	_	_	_	_
ingens	O	_	_	_	_	_	_	_	_
multitudonem	O	_	_	_	_	_	_	_	_
quae	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Croatia	B-LOC	_	_	_	_	_	_	_	_
&	O	_	_	_	_	_	_	_	_
Silavonia	B-LOC	_	_	_	_	_	_	_	_
cuncta	O	_	_	_	_	_	_	_	_
ferro	O	_	_	_	_	_	_	_	_
&	O	_	_	_	_	_	_	_	_
Igne	O	_	_	_	_	_	_	_	_
vastaverat	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
solius	O	_	_	_	_	_	_	_	_
ipsius	O	_	_	_	_	_	_	_	_
auspicÿs	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
ac	O	_	_	_	_	_	_	_	_
aliorum	O	_	_	_	_	_	_	_	_
ope	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
nequicquam	O	_	_	_	_	_	_	_	_
implorata	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
inde	O	_	_	_	_	_	_	_	_
ejecta	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

(	O	_	_	_	_	_	_	_	_
12	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Conciliatis	O	_	_	_	_	_	_	_	_
inter	O	_	_	_	_	_	_	_	_
filium	O	_	_	_	_	_	_	_	_
suum	O	_	_	_	_	_	_	_	_
Philipp	B-PER	_	_	_	_	_	_	_	_
ac	O	_	_	_	_	_	_	_	_
inclytorum	O	_	_	_	_	_	_	_	_
Regum	B-PER	_	_	_	_	_	_	_	_
Ferdinandi	I-PER	_	_	_	_	_	_	_	_
&	O	_	_	_	_	_	_	_	_
Elizabethae	B-PER	_	_	_	_	_	_	_	_
filiam	O	_	_	_	_	_	_	_	_
Johannam	B-PER	_	_	_	_	_	_	_	_
nuptÿs	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
ad	O	_	_	_	_	_	_	_	_
ampliss	O	_	_	_	_	_	_	_	_
Hispaniae	B-LOC	_	_	_	_	_	_	_	_
regnorum	O	_	_	_	_	_	_	_	_
sucessionem	O	_	_	_	_	_	_	_	_
aditus	O	_	_	_	_	_	_	_	_
posteris	O	_	_	_	_	_	_	_	_
ipsius	O	_	_	_	_	_	_	_	_
apertus	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

(	O	_	_	_	_	_	_	_	_
14	O	_	_	_	_	_	_	_	_
Kuefsteinio	B-PER	_	_	_	_	_	_	_	_
ac	O	_	_	_	_	_	_	_	_
Geroltzecko	B-PER	_	_	_	_	_	_	_	_
munitissimis	O	_	_	_	_	_	_	_	_
artibus	O	_	_	_	_	_	_	_	_
expugnatis	O	_	_	_	_	_	_	_	_
septem	O	_	_	_	_	_	_	_	_
insignes	O	_	_	_	_	_	_	_	_
praefecturae	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
dictioni	O	_	_	_	_	_	_	_	_
Austriacae	O	_	_	_	_	_	_	_	_
partim	O	_	_	_	_	_	_	_	_
adjector	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
partim	O	_	_	_	_	_	_	_	_
q	O	_	_	_	_	_	_	_	_
postliminio	O	_	_	_	_	_	_	_	_
quodam	O	_	_	_	_	_	_	_	_
restitutae	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

(	O	_	_	_	_	_	_	_	_
21	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Bartholomeus	B-PER	_	_	_	_	_	_	_	_
Livianus	I-PER	_	_	_	_	_	_	_	_
excelsi	O	_	_	_	_	_	_	_	_
nominis	O	_	_	_	_	_	_	_	_
Dux	O	_	_	_	_	_	_	_	_
cum	O	_	_	_	_	_	_	_	_
ingenti	O	_	_	_	_	_	_	_	_
Venetarum	O	_	_	_	_	_	_	_	_
copiarum	O	_	_	_	_	_	_	_	_
apparatu	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
parva	O	_	_	_	_	_	_	_	_
Caesareanorum	O	_	_	_	_	_	_	_	_
militum	O	_	_	_	_	_	_	_	_
Germ	O	_	_	_	_	_	_	_	_
ac	O	_	_	_	_	_	_	_	_
Hispan	O	_	_	_	_	_	_	_	_
manu	O	_	_	_	_	_	_	_	_
propria	O	_	_	_	_	_	_	_	_
Vicentiam	B-LOC	_	_	_	_	_	_	_	_
fusque	O	_	_	_	_	_	_	_	_
&	O	_	_	_	_	_	_	_	_
fugatus	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Ferner	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Rentereÿ	O	_	_	_	_	_	_	_	_
da	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
Kleiner	O	_	_	_	_	_	_	_	_
ercker	O	_	_	_	_	_	_	_	_
außwendig	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
oberst	O	_	_	_	_	_	_	_	_
